id,date,customer,product,price,quantity,status
462,2026-08-30,DEvi6_390,HDD,700000,4,pending
463,2026-03-23,BUDiVe22,HDD,700000,5,paid
464,2026-08-22,ChO_075,RAM,800000,4,refunded
465,2026-06-24,babatUnDe_119,Laptop,10000000,1,pending
466,2026-08-02,yoUsSEf_803,RAM,800000,4,paid
467,2026-05-05,dAScgX,RAM,-800000,2,failed
468,2026-03-01,jOSe8827,Keyboard,-500000,2,pending
469,2026-04-26,NoAh28264,Headset,450000,1,pending
470,2026-06-06,tAo_184,Webcam,300000,4,failed
471,2026-06-06,olIVERKhK,SSD,900000,3,cancelled
472,2026-07-17,CHOihKU,Laptop,10000000,2,refunded
473,2026-04-05,SUSanN1e3851,Webcam,300000,5,paid
474,2026-03-07,buDi2642,Keyboard,500000,1,pending
475,2026-05-06,kWamE_823,Mouse,150000,4,cancelled
476,2026-04-16,AHmed7_221,Mouse,150000,5,refunded
477,2026-06-23,VALeRiAX2WSq,SSD,900000,0,cancelled
478,2026-06-19,cARmeNcahy,SSD,900000,5,cancelled
479,2026-06-22,nOAH6124,RAM,800000,4,refunded
480,2026-06-06,IVan9O65B,Keyboard,500000,1,failed
481,2026-08-29,devi_038,Webcam,300000,2,failed
482,2026-03-08,kUmaR5037,Headset,450000,3,paid
483,2026-06-09,Ito7_836,RAM,800000,4,refunded
484,2026-06-03,choI6939,Keyboard,500000,5,refunded
485,2026-08-21,sERgEy1347,Monitor,2500000,5,paid
486,2026-08-15,BABatUnDe6688,Laptop,10000000,5,refunded
487,2026-04-27,J4ULiE3QXU,RAM,800000,0,cancelled
488,2026-06-14,CHOiBQp7Q,Headset,450000,4,paid
489,2026-08-26,aIsHa1495,Laptop,10000000,5,failed
490,2026-04-03,isABel_237,Headset,450000,2,paid
491,2026-05-01,diaNs92g,HDD,700000,2,pending
492,2026-07-12,tAKA4HasHI_198,Mouse,150000,3,pending
493,2026-07-12,leEh8vj,HDD,-700000,2,refunded
494,2026-05-04,f8itrI_604,HDD,700000,5,cancelled
495,2026-04-28,TAKaHAshi3265,Laptop,10000000,3,paid
496,2026-07-18,tHIAgo6864,RAM,800000,3,refunded
497,2026-06-30,ana_521,Mouse,150000,4,refunded
498,2026-08-28,kO8Fi6796,Monitor,2500000,2,pending
499,2026-06-30,iSAbeldj4,Webcam,300000,5,paid
500,2026-05-04,MoN5iKa_380,Printer,3500000,5,refunded
501,2026-03-23,NoaHs2n9,Printer,3500000,1,failed
502,2026-07-28,patel4099,Monitor,2500000,2,refunded
503,2026-04-20,YamAmOtoxP,HDD,700000,2,failed
504,2026-04-12,BUd5ITq,Mouse,-150000,0,paid
505,2026-04-29,ISAbelRvTH,HDD,700000,5,refunded
506,2026-06-22,BabatuNde3576,Monitor,2500000,4,paid
507,2026-06-14,gUpTA7VFR2,HDD,700000,1,paid
508,2026-08-05,AishA9096,Headset,450000,5,cancelled
509,2026-03-06,o1LGA_974,Webcam,-300000,2,refunded
510,2026-03-04,luc_620,RAM,800000,4,cancelled
511,2026-07-17,AMinA1757,Headset,450000,4,cancelled
512,2026-03-19,YoUsSEF9985,Keyboard,500000,1,pending
513,2026-08-07,leE5zeOj,RAM,800000,2,refunded
514,2026-07-26,MAria1510,Laptop,10000000,1,cancelled
515,2026-07-06,ADebAYo_095,Headset,450000,1,paid
516,2026-04-14,K3OFI_165,Monitor,2500000,0,cancelled
517,2026-03-25,aliXV,Monitor,2500000,1,cancelled
518,2026-03-15,LIAm3305,SSD,900000,5,pending
519,2026-07-26,eLEnaX65,Mouse,150000,1,refunded
520,2026-06-21,lEI_347,Monitor,2500000,4,pending
521,2026-07-20,VAleRiA2265,Printer,3500000,5,cancelled
522,2026-04-02,pARKEUx,Laptop,10000000,3,refunded
523,2026-05-25,ivAN_716,HDD,700000,2,refunded
524,2026-06-18,jeonG1BV,Printer,3500000,3,cancelled
525,2026-04-09,emMa_559,Printer,3500000,4,failed
526,2026-08-02,fATiMA9311,Laptop,10000000,1,failed
527,2026-08-11,UrSULa_5807,Laptop,10000000,3,cancelled
528,2026-07-01,natAlIA_6672,Mouse,150000,4,failed
529,2026-07-04,PArkTh,Webcam,300000,2,paid
530,2026-08-17,saNtiAgo9490,Printer,3500000,0,failed
531,2026-03-24,nataliA_270,Printer,3500000,5,paid
532,2026-05-14,babAtuNdE_748,RAM,-800000,4,paid
533,2026-03-29,WaTaNaBE5867,Keyboard,-500000,1,pending
534,2026-07-06,dAS11970,Monitor,2500000,1,pending
535,2026-07-17,JEan4412,Laptop,10000000,2,cancelled
536,2026-03-29,cAMiLA_275,Headset,450000,5,refunded
537,2026-05-02,aliyaed,HDD,700000,5,failed
538,2026-03-11,hui_6825,Keyboard,500000,0,refunded
539,2026-06-26,tAO_675,Monitor,2500000,2,refunded
540,2026-05-29,TAnaka2079,Keyboard,500000,1,failed
541,2026-05-25,chO_817,Printer,3500000,5,cancelled
542,2026-07-25,DiETEr_155,Laptop,10000000,3,pending
543,2026-03-18,JeoNgvHn,Mouse,150000,5,cancelled
544,2026-03-08,santIaGo9656,Headset,450000,3,paid
545,2026-05-24,AmA7605,RAM,800000,5,pending
546,2026-04-09,pe9TER7C,RAM,800000,1,failed
547,2026-03-17,sAbINEoG,Printer,3500000,2,pending
548,2026-06-01,MONiKASIJA5,Webcam,300000,0,refunded
549,2026-05-31,o7LgA542,Laptop,10000000,1,paid
550,2026-04-07,mONiKA6088,Keyboard,500000,2,pending
551,2026-03-23,sHaRMAONyUy,RAM,800000,2,refunded
552,2026-08-11,valErIAe3,Printer,3500000,0,refunded
553,2026-07-01,TANAKaYN,Printer,3500000,4,pending
554,2026-07-03,LUc8f3k,HDD,700000,3,pending
555,2026-06-24,ShARMa38Bz,SSD,900000,1,cancelled
556,2026-07-20,PetER337,Webcam,300000,0,cancelled
557,2026-08-05,aNTOnIO4367,SSD,900000,5,refunded
558,2026-07-20,aVAdrupJ,Webcam,300000,1,failed
559,2026-04-10,THiagOu4QjwC,Webcam,300000,3,refunded
560,2026-04-15,park_213,Laptop,10000000,4,failed
561,2026-04-11,bUdi9553,RAM,800000,4,failed
562,2026-06-28,sUzuki2551,Mouse,150000,5,failed
563,2026-06-19,CHO_540,SSD,900000,1,cancelled
564,2026-06-11,iTo_971,Laptop,10000000,2,refunded
565,2026-08-08,dieTer8219,Monitor,2500000,4,paid
566,2026-04-24,iSABELTx,Mouse,150000,3,pending
567,2026-08-21,siNgH38516,HDD,700000,5,pending
568,2026-05-19,amiNa_4717,Webcam,300000,1,pending
569,2026-04-08,xiUVZ6,RAM,800000,0,pending
570,2026-05-10,cHOI_132,Headset,450000,1,refunded
571,2026-07-05,MateOB7qeF,Monitor,2500000,4,pending
572,2026-03-31,mA7TiaS_472,Keyboard,500000,5,paid
573,2026-08-30,LIAM_5515,SSD,900000,1,paid
574,2026-08-03,SU7sAnne_170,Laptop,10000000,5,cancelled
575,2026-07-19,kANgIt3tY,HDD,700000,2,paid
576,2026-05-01,ana_753,Headset,-450000,2,refunded
577,2026-07-25,eli1JAhvwj,Laptop,10000000,3,pending
578,2026-08-16,iSABEL1ZqkN,Webcam,300000,3,pending
579,2026-08-14,ChuKWUsCA,Headset,450000,3,pending
580,2026-08-18,Fit2rI6217,Keyboard,500000,2,failed
581,2026-07-03,iSABEl_112,Webcam,300000,1,paid
582,2026-07-16,dEVi_832,Monitor,2500000,3,refunded
583,2026-08-12,Ch2UKWUdo8,Keyboard,500000,2,failed
584,2026-08-27,huiv6v,Headset,450000,5,cancelled
585,2026-03-13,haNS_783,Webcam,300000,5,cancelled
586,2026-06-30,choI19968,Printer,3500000,1,refunded
587,2026-05-05,ERIKA_4375,Printer,3500000,1,pending
588,2026-07-06,oLIViAEv,Webcam,300000,3,refunded
589,2026-08-01,ISabEliZPNM,Headset,450000,5,cancelled
590,2026-06-16,sErgEY_189,SSD,900000,5,cancelled
591,2026-04-09,sanTIAGo_787,Webcam,300000,3,pending
592,2026-03-01,xIuKy5Hz,RAM,800000,1,refunded
593,2026-03-04,buDiUsN,Mouse,150000,2,paid
594,2026-05-28,DmITry7942,SSD,900000,2,cancelled
595,2026-07-25,eKO62C,Webcam,300000,0,pending
596,2026-03-16,MateoOF8U,Mouse,150000,3,paid
597,2026-06-21,MATEO_718,SSD,900000,2,paid
598,2026-04-29,LUC_345,Headset,450000,5,failed
599,2026-04-05,cH7ARLoTTE_169,SSD,900000,4,failed
600,2026-05-23,siNgHLi,RAM,800000,2,cancelled
601,2026-05-21,tAKAhas2hiDl,HDD,700000,4,refunded
602,2026-03-28,kiM6_291,Monitor,-2500000,3,cancelled
603,2026-03-25,Das_888,SSD,-900000,5,refunded
604,2026-08-07,AIsh1a574,HDD,700000,4,cancelled
605,2026-06-14,EliJahwOYwA,Printer,3500000,4,failed
606,2026-03-03,ana8875,Monitor,2500000,1,paid
607,2026-08-30,aDebAYO_074,SSD,900000,3,paid
608,2026-04-06,tanaKA_094,Keyboard,500000,0,refunded
609,2026-06-23,NOAh8264,Mouse,150000,5,paid
610,2026-07-04,wataNaBe9279,Webcam,300000,3,failed
611,2026-04-02,m3anuel6737,SSD,900000,1,cancelled
612,2026-08-27,omar3045,RAM,800000,2,refunded
613,2026-04-21,pierRe_485,Printer,3500000,1,paid
614,2026-07-28,Lei139,Keyboard,-500000,2,refunded
615,2026-08-04,ELenA_955,Printer,-3500000,5,pending
616,2026-08-16,mIkhaIlJR,Headset,450000,2,failed
617,2026-06-28,Za0ki6389,Headset,450000,1,failed
618,2026-03-25,hansn9TP,Mouse,150000,3,refunded
619,2026-08-21,vAlENtINAWohwU,HDD,700000,4,refunded
620,2026-07-25,ahMe0d8S016,Laptop,10000000,4,cancelled
621,2026-07-07,camilA_323,Keyboard,500000,4,refunded
622,2026-06-08,PATElBqo,RAM,800000,3,failed
623,2026-04-22,ekoTe,Mouse,150000,3,refunded
624,2026-08-04,mIcHEL9919,Printer,3500000,4,refunded
625,2026-03-28,JUan12475,Headset,450000,4,refunded
626,2026-07-04,shaRMaEMEgz,Mouse,150000,4,paid
627,2026-04-22,DI7EteR9584,Keyboard,500000,5,failed
628,2026-05-01,jUan87q,Monitor,2500000,2,paid
629,2026-06-05,isabeL89,Keyboard,500000,3,refunded
630,2026-08-02,oLiVia6114,Keyboard,-500000,3,refunded
631,2026-06-23,AvAeP6fc,Mouse,150000,2,failed
632,2026-03-15,aMiNa3NkjU,Headset,450000,4,refunded
633,2026-08-06,lUC_885,Mouse,150000,3,refunded
634,2026-06-14,MANUeL3031,HDD,700000,2,cancelled
635,2026-05-11,EkO_963,RAM,800000,4,failed
636,2026-06-26,jOse9_776,Laptop,-10000000,2,pending
637,2026-07-25,EleNa8_135,Mouse,150000,4,cancelled
638,2026-05-18,Kaur_018,Mouse,150000,3,failed
639,2026-08-14,citRA_744,HDD,-700000,5,refunded
640,2026-05-13,MAteO_632,Headset,450000,3,pending
641,2026-06-18,ZAKiuT,HDD,700000,5,cancelled
642,2026-05-06,n6oAh9613,Printer,3500000,3,refunded
643,2026-05-20,Ama_043,Webcam,300000,4,refunded
644,2026-08-20,NGOZiJY,Webcam,300000,1,failed
645,2026-03-21,juLIe5CBoqL,Printer,3500000,2,failed
646,2026-03-03,SAbINe_582,Headset,450000,4,failed
647,2026-03-05,JosE_7396,HDD,700000,5,cancelled
648,2026-03-13,olivIa_184,Keyboard,500000,0,failed
649,2026-08-11,KIm2027,Keyboard,500000,5,pending
650,2026-08-01,carMEnVBL,Headset,450000,1,pending
651,2026-08-24,parK3189,Mouse,-150000,2,pending
652,2026-05-09,sabINE8062,Laptop,10000000,5,refunded
653,2026-06-19,elENA2016,HDD,700000,3,pending
654,2026-06-17,zAInAbvFP3,Headset,450000,3,paid
655,2026-05-29,NOahhlXV,Webcam,300000,5,cancelled
656,2026-07-06,mateO1XJ5,Mouse,150000,4,paid
657,2026-06-09,yamAmoto7e,Mouse,150000,2,failed
658,2026-03-06,J8oSE_277,Headset,450000,1,pending
659,2026-08-22,AsePu5ctg,SSD,900000,3,failed
660,2026-04-16,parK33978,SSD,900000,4,paid
661,2026-06-28,LUCkFPhz,Laptop,10000000,2,cancelled
662,2026-07-31,cami6lA0J,RAM,800000,4,paid
663,2026-06-25,p9aTElJD,Keyboard,500000,3,cancelled
664,2026-03-29,SAto_082,RAM,800000,3,paid
665,2026-03-29,FaTimA8528,Webcam,300000,0,paid
666,2026-04-11,DAS_830,Webcam,300000,3,pending
667,2026-06-09,NoaH_229,Laptop,10000000,5,failed
668,2026-07-24,w2AtanAbe6928,Mouse,150000,2,pending
669,2026-07-22,aMA5691,Keyboard,500000,3,pending
670,2026-05-13,MiKhaI3l_033,Webcam,300000,4,cancelled
671,2026-03-17,ElenA_608,HDD,700000,0,pending
672,2026-06-04,WataNabE_387,Keyboard,500000,4,paid
673,2026-07-04,JEoNg2590,Printer,3500000,5,paid
674,2026-07-05,JeOng_652,Webcam,300000,2,failed
675,2026-06-03,BuDIiAFq,Monitor,2500000,1,cancelled
676,2026-03-19,kAUr_210,Headset,450000,3,cancelled
677,2026-07-15,AMa8f,Keyboard,500000,4,pending
678,2026-07-25,isA8beL2700,SSD,900000,2,paid
679,2026-08-25,avALQQ,Laptop,10000000,4,refunded
680,2026-07-15,YaMa2MOtO_286,Laptop,10000000,2,refunded
681,2026-07-27,nAtaLia_778,RAM,800000,5,pending
682,2026-06-20,CHo4meb03,Headset,450000,3,pending
683,2026-03-28,DAs1587,Webcam,300000,2,refunded
684,2026-04-03,ITo_919,Printer,3500000,1,cancelled
685,2026-05-25,yousSEF7731,Laptop,10000000,5,paid
686,2026-06-21,antOniOfYAxA,RAM,800000,1,failed
687,2026-07-26,tAOBIWi,HDD,700000,5,failed
688,2026-04-16,GuptA5947,Webcam,300000,4,pending
689,2026-05-18,lEI_7987,Keyboard,-500000,3,refunded
690,2026-03-24,TaO_242,Laptop,10000000,5,failed
691,2026-03-24,a1LI6153,Headset,450000,3,pending
692,2026-08-15,SharMaulb8,HDD,700000,4,failed
693,2026-06-01,TAkAhAShIOkV4C,Webcam,300000,4,cancelled
694,2026-06-30,adEBaYO_447,Headset,450000,4,paid
695,2026-07-24,BaBATUnDe6YZEt,Headset,450000,0,failed
696,2026-08-31,ngOzi8066,SSD,-900000,0,failed
697,2026-06-29,Ngozike7,Laptop,10000000,3,refunded
698,2026-03-02,chuKWU3796,RAM,800000,2,paid
699,2026-06-13,SabiNe6604,RAM,800000,2,cancelled
700,2026-03-11,KWAMe_968,Laptop,-10000000,5,cancelled
701,2026-04-17,NgOZ7I7780,SSD,900000,2,failed
702,2026-07-13,Elena9912,Printer,3500000,1,refunded
703,2026-07-18,LEemu8,Keyboard,500000,3,cancelled
704,2026-04-26,PaRK78006,Keyboard,500000,2,paid
705,2026-08-01,ChARLOTte_898,Printer,3500000,4,failed
706,2026-07-11,kWame91i,Headset,450000,1,pending
707,2026-06-08,erIka6df,Laptop,10000000,3,pending
708,2026-05-16,jE5An5045,Webcam,-300000,2,failed
709,2026-08-18,KAN8GZCJ,Printer,3500000,5,pending
710,2026-08-11,kLauS_524,RAM,800000,1,failed
711,2026-03-08,aNTONIo_792,SSD,900000,1,cancelled
712,2026-04-26,DMITR6Y283,RAM,800000,3,failed
713,2026-08-17,IvAn26687,RAM,800000,5,paid
714,2026-03-14,MArieaAY,Webcam,300000,0,cancelled
715,2026-08-10,micheL2824,RAM,800000,2,failed
716,2026-04-04,haNS9944,SSD,900000,3,cancelled
717,2026-04-28,aDebayO98459,SSD,900000,5,refunded
718,2026-05-13,PaTeL628,Keyboard,500000,1,paid
719,2026-03-18,ZAInab1768,RAM,800000,2,pending
720,2026-07-09,kofi_437,Laptop,10000000,0,paid
721,2026-05-12,MaRIe6ZJt,Monitor,2500000,4,failed
722,2026-07-01,manUELx6MI,Printer,-3500000,0,refunded
723,2026-03-20,youSSef8264,Printer,3500000,1,failed
724,2026-08-25,aishA2251,Webcam,300000,1,failed
725,2026-07-07,YoUSSeF2060,HDD,700000,2,refunded
726,2026-07-02,PA2rk_368,RAM,-800000,1,failed
727,2026-04-02,mIKH8AIlPA,Keyboard,500000,3,paid
728,2026-08-15,ThiAGO6907,Laptop,10000000,2,refunded
729,2026-08-22,CARMEN_094,HDD,700000,4,pending
730,2026-07-24,l0UC7519,Headset,450000,3,failed
731,2026-03-18,Kim7_172,HDD,700000,3,failed
732,2026-04-10,SAbI2ne2136,RAM,-800000,3,paid
733,2026-06-06,Eko980,RAM,800000,3,paid
734,2026-05-21,TAkAhAShIMCvbZ,SSD,900000,0,cancelled
735,2026-07-19,dAsX50wb,Laptop,10000000,4,refunded
736,2026-08-02,kOF0Ik87,Laptop,10000000,2,pending
737,2026-04-27,aLi_861,RAM,800000,3,paid
738,2026-06-10,LIa3M1848,SSD,900000,3,paid
739,2026-05-29,JoSe1lB,HDD,700000,3,failed
740,2026-07-15,ThiaGodRO,Webcam,300000,2,refunded
741,2026-04-03,JOsE5iI,HDD,700000,1,failed
742,2026-03-19,CItRA0d,Monitor,2500000,0,failed
743,2026-08-03,SOPhIe4369,Printer,3500000,1,paid
744,2026-06-19,s5eRGey_873,HDD,700000,3,failed
745,2026-08-05,TanaKaIlT,HDD,700000,3,cancelled
746,2026-04-12,aNN2a_827,Printer,-3500000,1,failed
747,2026-07-18,guPtAiDe,Monitor,2500000,4,pending
748,2026-08-02,AMiNa_5444,Printer,3500000,1,failed
749,2026-07-11,cIT9rA_546,Keyboard,500000,3,pending
750,2026-08-17,Kumar_019,Monitor,2500000,5,cancelled
751,2026-05-31,jeAn3380,RAM,800000,2,paid
752,2026-06-09,DMItrY5585,Laptop,10000000,1,refunded
753,2026-05-30,cHukw4u5984,Keyboard,500000,5,refunded
754,2026-05-06,MAr0Ie1341,Laptop,10000000,5,cancelled
755,2026-03-07,thIago_692,Monitor,2500000,2,paid
756,2026-08-03,IvAn_840,Laptop,10000000,2,cancelled
757,2026-06-24,tHiagoDHi,Monitor,2500000,2,refunded
758,2026-05-15,alI_156,RAM,800000,4,paid
759,2026-08-31,aliA8YL,Webcam,300000,1,refunded
760,2026-04-02,XiU_102,Mouse,150000,1,failed
761,2026-05-13,chUkwu_413,Keyboard,500000,2,paid
762,2026-07-19,DIA5n_931,Headset,450000,2,paid
763,2026-04-24,IVanB22p,Monitor,2500000,3,paid
764,2026-06-16,NGozi6436,RAM,800000,0,paid
765,2026-03-17,SaNtIaGO_7880,Webcam,300000,0,paid
766,2026-08-13,ma5rIa8WZ,Printer,3500000,3,paid
767,2026-04-23,TH6iAgORt,Monitor,2500000,0,failed
768,2026-08-10,AHmEd_692,Mouse,150000,4,refunded
769,2026-08-15,sUsanNeSI47,SSD,900000,2,pending
770,2026-07-05,miN_217,SSD,900000,1,refunded
771,2026-07-27,jose_075,Mouse,-150000,1,failed
772,2026-03-23,kAnG86490,HDD,700000,2,cancelled
773,2026-06-11,citrA_480,RAM,800000,0,pending
774,2026-08-08,monik5a9024,RAM,800000,1,pending
775,2026-06-26,ANna2530,Printer,3500000,0,cancelled
776,2026-08-23,HUI57537,RAM,800000,4,pending
777,2026-07-15,maTEo_259,Mouse,150000,1,refunded
778,2026-08-22,xiu_689,SSD,900000,5,paid
779,2026-05-09,sanTIAgO2839,Printer,3500000,1,pending
780,2026-04-13,fA2tIMA708,HDD,700000,2,failed
781,2026-04-07,vALenTINA8528,Mouse,150000,3,pending
782,2026-08-25,serGEy909,Keyboard,500000,1,paid
783,2026-06-28,lIAMdluMM,RAM,800000,5,pending
784,2026-03-02,sop8HIE_033,Webcam,300000,3,paid
785,2026-06-23,ANToNiO_9227,RAM,800000,2,failed
786,2026-07-21,thIaGo9pIgv,Printer,3500000,5,paid
787,2026-06-16,oLiVIa1500,HDD,700000,5,refunded
788,2026-03-02,SErgeY8060,Laptop,10000000,1,refunded
789,2026-07-07,sHArMA_262,Webcam,300000,1,failed
790,2026-06-18,anna85052,Mouse,150000,2,paid
791,2026-07-22,oliVia3956,Printer,3500000,1,refunded
792,2026-05-21,sATO6720,Headset,450000,5,refunded
793,2026-03-22,ELEnahTY,Printer,3500000,0,pending
794,2026-06-27,matiaS_956,Keyboard,500000,1,paid
795,2026-08-31,WE7I_842,Headset,450000,5,cancelled
796,2026-08-07,juLIE9_175,Headset,450000,3,refunded
797,2026-07-29,PIeRreuy,Webcam,-300000,0,failed
798,2026-07-13,mAteO1863,Mouse,-150000,5,refunded
799,2026-08-13,PIeRRE_053,Printer,3500000,0,paid
800,2026-06-23,LiAm_901,Laptop,10000000,1,failed
801,2026-04-15,AnA_5283,Headset,450000,3,failed
802,2026-08-07,yoUsseF6239,Headset,450000,3,paid
803,2026-03-13,PIeRre1280,Printer,3500000,2,cancelled
804,2026-05-28,ELijAhxeUo,HDD,700000,2,cancelled
805,2026-04-03,VaLeriA265,Printer,3500000,5,paid
806,2026-08-17,ValENTinA_4744,Laptop,10000000,3,pending
807,2026-06-20,Xiu58722,Webcam,300000,3,cancelled
808,2026-05-16,hu5I1119,Keyboard,500000,1,paid
809,2026-04-12,DiEtER_090,Headset,450000,5,failed
810,2026-04-19,vAle9rIA5093,HDD,700000,3,refunded
811,2026-03-27,caMiLle_918,Headset,450000,4,pending
812,2026-05-25,sAbInehgky,Printer,3500000,3,pending
813,2026-03-11,EmmA3677,RAM,800000,2,paid
814,2026-07-03,zaiNaB_472,Keyboard,500000,2,refunded
815,2026-04-20,dIan_331,Headset,450000,1,refunded
816,2026-07-19,aMaWAND,Mouse,150000,2,paid
817,2026-06-12,iVAN_427,Webcam,300000,2,pending
818,2026-07-31,AN4TONIO8352,HDD,700000,5,pending
819,2026-04-10,chUKWUtiMk,Monitor,2500000,2,refunded
820,2026-08-23,olGA5060,HDD,700000,3,pending
821,2026-05-01,maRie_371,Keyboard,500000,0,refunded
822,2026-08-16,LUCZ8gB2,Headset,450000,4,paid
823,2026-06-25,MoniKa5094,Mouse,150000,2,failed
824,2026-05-11,eRiKaxK4C,Keyboard,500000,3,pending
825,2026-03-18,SABiNE_980,Laptop,-10000000,2,refunded
826,2026-04-06,nOah_240,Webcam,300000,5,cancelled
827,2026-07-06,maRIay3gjy,Mouse,-150000,2,pending
828,2026-06-30,ISABEl3441,Monitor,2500000,5,refunded
829,2026-08-23,sHarmA1oNp,Printer,3500000,1,refunded
830,2026-06-17,aNNA9SI,Webcam,300000,2,cancelled
831,2026-04-25,MiN_996,Mouse,150000,3,refunded
832,2026-06-01,Ka9ng4AgAB,Mouse,150000,3,cancelled
833,2026-04-23,jIa4nRu,Mouse,150000,5,pending
834,2026-08-22,koFi_929,Keyboard,500000,0,failed
835,2026-07-28,v1aLErIa2766,SSD,900000,0,paid
836,2026-07-02,sERgeYL3b,Mouse,150000,3,cancelled
837,2026-04-10,amIn2a41,Printer,3500000,1,paid
838,2026-07-19,ChOI_099,HDD,700000,4,pending
839,2026-05-10,kUmARE15zP,Monitor,2500000,2,refunded
840,2026-03-29,AVa3063,Monitor,2500000,5,refunded
841,2026-03-10,ANnA_824,Mouse,150000,3,refunded
842,2026-03-07,MA8RIam8635,Mouse,150000,2,refunded
843,2026-06-05,oLiVeR77626,Headset,-450000,1,pending
844,2026-04-23,pARk9x,HDD,700000,1,cancelled
845,2026-07-24,baBAtuNde66919,Printer,3500000,0,failed
846,2026-08-05,AMINa9238,SSD,900000,3,failed
847,2026-05-12,maTe3o2989,Monitor,2500000,1,refunded
848,2026-03-16,pierRE2694,HDD,700000,3,refunded
849,2026-07-09,HU1i_096,Printer,3500000,4,pending
850,2026-07-25,mICHEL87334,Printer,3500000,4,paid
851,2026-07-02,DEviOm9,Laptop,10000000,3,cancelled
852,2026-03-08,kLaus56373,Monitor,2500000,4,paid
853,2026-07-20,lEiLK6,Monitor,2500000,2,refunded
854,2026-07-03,k1oFigvO,Mouse,150000,4,refunded
855,2026-03-18,nataLIa_307,Headset,450000,5,failed
856,2026-05-19,aDEbaYO_322,Monitor,2500000,3,failed
857,2026-03-16,liAM177,Headset,450000,1,failed
858,2026-03-18,thiagO_949,Laptop,10000000,2,failed
859,2026-04-25,ERiKa8142,Printer,3500000,5,cancelled
860,2026-08-30,JUlIe_533,SSD,900000,4,paid
861,2026-05-09,PaRK6vsYh,Headset,-450000,5,pending
862,2026-04-09,TaNaKA_312,Mouse,150000,0,refunded
863,2026-03-04,SaTO4694,Keyboard,500000,4,cancelled
864,2026-06-21,ELEna_024,RAM,800000,3,paid
865,2026-04-20,AmaZX9,Laptop,10000000,4,paid
866,2026-05-11,ngoZi_282,Monitor,2500000,4,cancelled
867,2026-07-03,mAtEO6534,RAM,800000,3,failed
868,2026-07-30,MaNUel2181,HDD,700000,5,cancelled
869,2026-03-25,ADEBaYOoGu,Webcam,300000,2,refunded
870,2026-08-03,Ch6oi246,Webcam,300000,2,cancelled
871,2026-03-24,pA8Rk4575,Printer,3500000,2,failed
872,2026-08-19,taoRFiT,Mouse,150000,1,failed
873,2026-06-04,mIcHEL_857,Mouse,150000,0,failed
874,2026-04-04,JEANn3l,Headset,450000,5,paid
875,2026-08-08,sAto3260,SSD,900000,4,refunded
876,2026-08-30,noaH8316,Monitor,2500000,2,pending
877,2026-07-30,cArmEn_557,Monitor,2500000,3,refunded
878,2026-03-04,WEi_643,Headset,450000,3,pending
879,2026-06-01,MarIaVLqY,Printer,3500000,3,failed
880,2026-03-18,JOS5ezE,Mouse,-150000,1,pending
881,2026-08-30,Ta8o_876,Webcam,300000,5,pending
882,2026-05-11,CARmEn_316,HDD,700000,3,paid
883,2026-06-13,h0aNs_294,Mouse,150000,4,failed
884,2026-04-11,Anna_8374,Headset,450000,1,cancelled
885,2026-05-25,OmaR91214,Laptop,10000000,5,failed
886,2026-06-04,MarI5e_968,Printer,3500000,4,failed
887,2026-08-31,OMAR2756,RAM,-800000,4,pending
888,2026-08-14,mikhA5ILBL,Mouse,150000,1,cancelled
889,2026-04-20,pie4rReNxBjP,RAM,800000,5,failed
890,2026-03-02,DMiTRyCAH6GN,Headset,450000,1,cancelled
891,2026-04-11,lUc_654,SSD,900000,3,failed
892,2026-08-27,NatalIA1363,Keyboard,500000,5,pending
893,2026-08-15,kaNgIT,Keyboard,500000,5,pending
894,2026-05-25,kwame_8972,Mouse,150000,0,refunded
895,2026-04-26,zain6ABrb,Webcam,300000,3,refunded
896,2026-07-27,JeaNOqB1x,SSD,900000,0,cancelled
897,2026-05-28,SH7ArMagjDE,HDD,700000,4,cancelled
898,2026-06-30,uRSula8087,Laptop,10000000,1,refunded
899,2026-08-20,micHE6l1937,SSD,900000,4,paid
900,2026-03-15,SINghfE2R,RAM,800000,1,failed
901,2026-06-28,mOnIka3IuZ9C,Keyboard,500000,5,cancelled
902,2026-04-08,aDeb8ayo_842,RAM,800000,3,paid
903,2026-03-29,AntOnio1212,Mouse,150000,2,pending
904,2026-08-29,aMa9le1d,Headset,450000,1,failed
905,2026-05-22,Peter_330,SSD,900000,1,failed
906,2026-05-19,p3ARk_177,Laptop,10000000,2,failed
907,2026-08-04,ELENA4_744,HDD,700000,2,cancelled
908,2026-06-02,KlAUS_240,SSD,900000,2,failed
909,2026-06-01,paTEL3822,HDD,700000,1,refunded
910,2026-05-07,nOAH_492,Mouse,150000,3,cancelled
911,2026-07-07,LUcfZn,Keyboard,500000,2,refunded
912,2026-07-02,Bu8dI787,HDD,700000,4,pending
913,2026-04-22,AMA2004,Printer,3500000,3,refunded
914,2026-08-03,faTiMaY5,Keyboard,500000,5,pending
915,2026-03-15,ADEbAyo7020,Monitor,2500000,5,paid
916,2026-06-22,guptaw0,Laptop,-10000000,3,paid
917,2026-03-05,AMa_597,Keyboard,500000,1,pending
918,2026-03-03,LEi16212,HDD,700000,3,pending
919,2026-03-20,bu9Di_405,Laptop,10000000,3,pending
920,2026-06-19,PiErRE_138,Webcam,300000,1,paid
